DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;-0.025;0.005;0.000
40;-0.025;0.005;0.000
80;-0.022;0.002;0.001
120;-0.013;0.000;-0.001
160;-0.010;-0.003;-0.001
200;-0.009;-0.004;0.000
240;-0.005;-0.004;0.001
280;-0.010;-0.008;-0.001
320;-0.004;-0.024;0.004
360;0.001;-0.019;-0.004
400;-0.006;-0.017;0.003
440;-0.020;-0.011;0.006
480;-0.015;-0.012;-0.002
520;-0.018;-0.009;0.001
560;-0.021;-0.001;-0.007
600;-0.023;-0.001;-0.014
640;-0.035;-0.005;-0.013
680;-0.022;-0.024;-0.015
720;-0.020;-0.018;-0.014
760;-0.020;-0.018;-0.012
800;-0.026;-0.021;-0.012
840;-0.026;-0.023;-0.017
880;-0.029;-0.013;-0.014
920;-0.021;-0.001;-0.013
960;-0.017;-0.003;-0.010
1000;-0.009;0.010;-0.010
1040;-0.002;0.010;-0.008
1080;-0.001;0.012;-0.009
1120;0.002;0.004;-0.002
1160;0.004;-0.002;-0.002
1200;0.005;-0.001;0.003
1240;0.008;0.001;0.003
1280;0.004;0.000;-0.002
1320;0.005;0.002;-0.002
1360;0.007;0.004;0.005
1400;0.009;0.010;0.003
1440;0.012;0.009;0.001
1480;0.009;0.003;0.002
1520;0.005;0.003;0.002
1560;0.003;0.004;0.004
1600;0.005;-0.001;0.003
1640;0.004;0.000;0.006
1680;0.002;0.004;0.004
1720;-0.001;0.005;0.004
1760;-0.002;0.004;0.004
1800;-0.002;0.009;0.005
1840;0.000;0.009;0.004
1880;-0.003;0.007;0.003
1920;-0.004;0.004;0.002
1960;-0.001;0.004;0.001
2000;-0.004;0.007;0.005
2040;-0.001;0.005;0.001
2060;0.002;0.006;-0.001
2100;0.001;0.004;-0.001
2120;-0.001;0.005;-0.002
2160;0.004;0.000;-0.001
2200;0.005;0.000;0.001
2240;0.005;-0.002;-0.002
2280;0.002;-0.002;-0.001
2320;0.001;-0.008;-0.002
2360;0.001;-0.005;-0.002
2400;0.002;-0.001;-0.002
2420;0.005;-0.003;0.001
2460;-0.001;-0.004;-0.001
2500;-0.001;0.001;0.000
2540;0.002;0.003;0.004
2580;0.005;-0.004;0.004
2620;0.006;0.000;0.001
2660;0.000;0.002;0.003
2700;0.001;-0.001;0.005
2740;-0.005;0.003;0.000
2780;-0.004;0.002;-0.001
2820;-0.009;0.002;-0.004
2860;-0.034;0.011;-0.007
2900;-0.082;0.013;-0.021
2940;-0.129;0.001;-0.035
2980;-0.201;-0.016;-0.027
3020;-0.265;0.054;-0.028
3060;-0.371;0.070;-0.031
3100;-0.494;0.012;-0.027
3140;-0.647;0.005;-0.027
3180;-0.810;0.028;-0.005
3220;-0.861;0.005;-0.033
3260;-0.974;0.078;-0.045
3300;-1.112;0.067;-0.031
3340;-1.142;0.016;-0.040
3380;-1.188;0.038;-0.047
3420;-1.141;0.026;-0.027
3460;-1.119;0.081;-0.020
3500;-1.109;0.200;-0.040
3540;-1.126;0.213;-0.026
3580;-1.116;0.128;-0.031
3620;-0.925;0.010;0.048
3660;-0.742;0.010;0.021
3700;-0.549;0.001;-0.001
3740;-0.395;-0.047;0.038
3780;-0.256;-0.062;0.008
3800;-0.184;-0.065;-0.002
3840;-0.073;-0.060;-0.020
3880;0.045;0.018;-0.040
3900;0.134;0.047;-0.044
3940;0.324;0.021;-0.083
3980;0.497;0.037;-0.038
4000;0.600;0.059;-0.032
4040;0.787;0.070;-0.032
4080;0.989;0.123;0.002
4120;1.225;0.119;0.032
4160;1.394;0.093;0.049
4200;1.500;0.092;0.065
4240;1.584;0.097;0.064
4280;1.599;-0.029;0.115
4320;1.517;-0.086;0.162
4360;1.395;-0.181;0.174
4400;1.235;-0.316;0.226
4440;1.084;-0.381;0.193
4480;0.875;-0.324;0.168
4520;0.689;-0.397;0.155
4560;0.447;-0.422;0.182
4600;0.255;-0.401;0.138
4640;0.133;-0.356;0.073
4680;0.002;-0.358;0.054
4720;-0.106;-0.378;0.029
4740;-0.128;-0.349;0.002
4780;-0.134;-0.279;-0.015
4800;-0.167;-0.298;0.008
4840;-0.190;-0.324;0.037
4880;-0.100;-0.202;0.031
4920;-0.092;-0.211;0.011
4960;-0.113;-0.184;-0.058
5000;-0.058;0.018;-0.123
5040;-0.002;0.128;-0.186
5080;0.016;0.153;-0.216
5120;0.038;0.118;-0.257
5160;0.076;0.115;-0.256
5200;0.133;0.182;-0.251
5240;0.128;0.197;-0.176
5280;0.105;0.115;0.016
5320;0.259;0.141;0.034
5360;0.301;0.265;-0.007
5400;0.158;0.148;-0.040
5440;0.160;0.172;0.024
5480;0.035;0.273;0.047
5520;-0.105;0.054;-0.046
5560;-0.203;-0.033;-0.049
5600;-0.199;0.068;-0.021
5640;-0.219;0.130;0.013
5680;-0.201;0.117;-0.001
5720;-0.204;0.195;0.013
5760;-0.216;0.137;0.046
5800;-0.178;0.034;0.093
5840;-0.121;-0.043;0.171
5880;-0.017;-0.097;0.214
5920;0.025;-0.012;0.181
5960;-0.028;0.061;0.125
6000;0.035;-0.163;0.047
6040;0.119;-0.293;-0.088
6080;0.166;0.064;-0.213
6120;0.040;-0.087;-0.010
6160;0.341;-0.645;0.172
6200;0.178;-0.544;0.112
6240;0.083;-0.539;0.057
6280;0.029;-0.371;0.055
6320;0.065;-0.305;0.101
6360;-0.013;-0.348;0.052
6380;-0.038;-0.353;0.005
6420;-0.027;-0.175;-0.059
6460;-0.020;-0.070;-0.100
6500;-0.046;0.115;-0.192
6540;0.050;0.269;-0.319
6580;0.100;0.360;-0.272
6620;0.100;0.254;-0.230
6660;0.163;0.252;-0.167
6700;0.276;0.633;-0.156
6740;0.123;0.580;0.053
6780;0.076;0.177;0.241
