DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;-0.015;-0.013;-0.007
40;-0.015;-0.013;-0.007
80;0.002;-0.001;-0.005
100;0.002;-0.002;-0.006
140;0.004;-0.005;-0.007
180;0.004;0.001;-0.008
220;-0.001;0.002;-0.007
260;-0.002;0.003;-0.005
300;0.000;-0.002;-0.007
320;-0.003;-0.004;-0.006
360;-0.005;-0.001;-0.005
400;-0.009;0.000;-0.004
440;-0.007;-0.001;-0.006
460;-0.008;-0.002;-0.005
500;-0.007;0.006;-0.005
540;-0.007;0.000;-0.005
580;-0.001;0.005;-0.005
620;-0.005;-0.003;-0.004
660;-0.002;-0.001;-0.004
700;-0.003;-0.001;-0.003
740;-0.003;0.002;-0.002
780;-0.002;0.000;-0.002
820;0.000;0.003;-0.002
860;-0.002;0.002;-0.002
900;-0.005;-0.001;-0.001
940;-0.004;0.003;0.000
980;-0.006;0.002;0.001
1020;-0.006;0.007;0.001
1060;-0.003;0.005;0.005
1100;-0.001;-0.002;0.002
1140;-0.007;-0.003;0.002
1180;-0.001;0.001;0.005
1220;0.002;0.004;0.001
1260;0.001;-0.002;-0.001
1300;-0.001;-0.004;0.001
1340;0.001;-0.002;0.000
1360;0.002;-0.004;0.002
1400;-0.004;-0.004;0.001
1440;-0.003;-0.007;0.000
1480;-0.007;-0.012;0.005
1520;-0.008;-0.004;0.005
1560;-0.005;0.001;0.005
1600;-0.004;-0.001;0.005
1640;-0.004;0.000;0.005
1680;-0.009;-0.001;0.007
1720;-0.002;0.002;0.005
1760;-0.004;0.002;0.007
1800;-0.004;-0.003;0.005
1840;-0.003;0.000;0.002
1880;-0.001;-0.005;0.007
1920;0.006;-0.002;0.004
1960;0.008;-0.007;0.002
2000;0.009;-0.004;-0.002
2040;0.003;-0.008;0.001
2080;0.002;-0.001;0.005
2120;0.007;0.005;0.002
2160;0.006;0.000;0.004
2200;0.007;0.011;-0.002
2240;0.003;0.004;-0.001
2280;0.002;0.003;0.000
2320;0.001;0.004;-0.001
2360;-0.002;-0.002;-0.002
2400;-0.002;-0.004;-0.005
2440;-0.004;0.003;-0.004
2480;-0.002;-0.002;-0.006
2520;0.002;0.001;-0.009
2560;-0.001;-0.008;-0.004
2600;0.004;-0.002;-0.005
2640;0.007;0.001;-0.009
2680;0.004;0.001;-0.007
2720;0.002;-0.004;-0.007
2760;-0.004;-0.008;-0.004
2800;-0.001;-0.001;-0.005
2840;-0.001;-0.001;-0.002
2880;-0.001;0.001;-0.004
2920;-0.001;0.002;-0.002
2960;0.000;0.003;-0.002
3000;0.005;0.006;-0.003
3040;0.003;-0.003;-0.001
3080;0.002;0.001;-0.002
3120;-0.002;0.002;0.000
3160;-0.001;0.005;-0.002
3200;-0.005;0.011;-0.002
3240;-0.023;0.021;0.001
3280;-0.046;0.029;-0.009
3320;-0.073;0.030;-0.013
3360;-0.117;0.021;-0.010
3400;-0.166;0.018;-0.013
3440;-0.249;0.010;-0.021
3480;-0.346;0.037;-0.023
3520;-0.436;-0.002;-0.021
3560;-0.547;-0.017;-0.033
3600;-0.658;-0.003;-0.046
3640;-0.811;0.016;-0.062
3680;-0.918;0.067;-0.082
3720;-1.052;0.129;-0.067
3760;-1.121;0.172;-0.057
3800;-1.255;0.109;-0.037
3840;-1.310;0.111;-0.024
3880;-1.379;0.087;0.007
3920;-1.366;0.032;0.016
3960;-1.356;-0.007;-0.002
4000;-1.286;0.005;-0.013
4040;-1.188;0.004;-0.004
4080;-1.046;-0.060;0.001
4120;-0.961;-0.194;0.015
4160;-0.872;-0.330;0.055
4200;-0.691;-0.423;0.106
4240;-0.509;-0.394;0.154
4280;-0.330;-0.316;0.215
4320;-0.021;-0.235;0.227
4340;0.094;-0.169;0.202
4380;0.362;-0.125;0.198
4420;0.663;-0.166;0.179
4460;0.905;-0.197;0.171
4500;1.125;-0.184;0.153
4540;1.255;-0.133;0.103
4580;1.399;-0.158;0.049
4620;1.467;-0.222;0.001
4660;1.480;-0.232;-0.040
4700;1.425;-0.209;-0.115
4740;1.239;-0.038;-0.208
4760;1.162;0.013;-0.233
4800;0.960;0.162;-0.295
4840;0.820;0.288;-0.312
4880;0.654;0.223;-0.356
4920;0.593;0.216;-0.410
4960;0.578;0.258;-0.440
5000;0.573;0.139;-0.453
5040;0.732;0.051;-0.613
5080;0.834;-0.029;-0.754
5120;-0.834;-1.334;-1.486
5160;-0.558;-2.254;-2.318
5200;0.441;1.660;0.438
5220;-0.456;0.209;1.009
5260;-0.175;0.509;0.569
5300;-0.186;-0.141;-0.013
5340;-0.032;0.111;-0.029
5380;0.118;-0.018;0.062
5420;0.066;-0.342;-0.106
5460;0.221;-0.419;-0.130
5480;0.352;-0.386;0.032
5520;0.579;-0.015;0.261
5560;0.792;-0.020;0.270
5580;0.902;-0.167;0.243
5620;1.107;-0.411;0.238
5660;1.053;-0.078;0.329
5700;0.663;0.048;0.398
5740;0.583;0.330;0.586
5780;-0.050;-0.434;0.034
5820;-0.612;-0.572;-0.109
5860;-0.227;-0.170;-0.157
5900;-0.061;-0.235;0.084
5940;0.291;-0.351;-0.059
5980;0.567;-0.014;-0.048
6020;0.483;0.116;-0.113
6040;0.346;0.241;-0.140
6080;0.154;0.641;-0.086
6120;0.118;0.413;-0.134
6160;0.280;0.243;-0.223
6200;0.076;0.642;-0.172
6240;-0.176;-0.131;-0.409
6280;-0.608;0.472;-0.069
6320;-0.509;0.897;-0.199
6360;-0.258;-0.371;-0.201
6400;0.017;-0.092;-0.060
6440;0.280;0.038;-0.100
6480;0.259;0.094;0.067
6520;0.452;0.110;0.335
6560;0.213;0.450;0.321
6600;0.271;-0.297;0.161
6640;0.452;-0.290;0.138
6680;0.606;-0.159;0.348
6720;0.146;0.064;0.140
6760;0.361;0.145;0.387
6800;-0.561;0.005;-0.013
6840;-0.359;-0.217;-0.172
6880;0.197;0.086;0.002
6920;0.166;0.103;0.128
6960;0.327;0.146;-0.088
7000;0.153;0.238;-0.200
7040;-0.088;0.151;-0.255
7080;0.021;0.377;-0.250
7120;0.294;0.648;-0.272
7160;0.276;0.195;-0.332
7200;0.330;0.495;-0.291
7240;0.025;0.120;-0.461
7280;-0.531;0.499;-0.064
7320;-0.655;1.004;-0.258
7360;-0.478;0.328;-0.344
7380;-0.367;0.020;-0.414
7420;0.016;-0.085;-0.323
7460;0.022;0.790;0.111
7500;-0.169;0.784;0.221
7540;-0.087;0.440;0.114
7580;-0.026;0.187;0.030
7620;0.118;0.110;0.111
7660;0.169;0.325;0.244
7700;0.310;0.406;0.267
7740;0.472;0.541;0.202
7780;0.454;0.936;0.113
7820;-0.020;1.040;0.001
7860;-0.523;0.432;-0.323
7900;-0.365;0.696;-0.370
7920;-0.096;0.938;-0.313
7960;0.395;1.080;-0.061
8000;0.401;0.762;-0.103
8040;0.117;1.015;-0.291
8060;-0.040;0.966;-0.321
8100;-0.211;0.886;-0.365
8140;-0.013;1.086;-0.330
8180;0.165;1.393;-0.431
8220;0.170;1.340;-0.532
8240;0.223;1.110;-0.606
8280;0.254;1.155;-0.640
8320;-0.150;1.324;-0.690
8360;-0.838;1.820;-0.144
8400;-0.661;2.206;-0.343
8440;-0.328;1.556;-0.376
8480;-0.222;1.333;-0.452
8520;-0.209;1.677;-0.384
8560;-0.429;2.038;-0.163
8600;-0.465;1.719;-0.199
8640;-0.317;1.306;-0.229
8680;-0.212;1.342;-0.035
8720;-0.265;1.428;0.159
8760;-0.040;1.391;0.293
8800;0.247;1.473;0.271
8840;0.085;1.690;-0.031
8880;0.072;1.471;-0.166
8920;-0.162;1.426;-0.194
8960;-0.123;1.728;-0.150
9000;0.067;2.050;-0.216
9040;0.421;1.894;-0.219
9080;0.250;1.712;-0.335
9120;-0.093;2.001;-0.264
9160;-0.074;2.026;-0.291
9200;0.012;1.770;-0.387
9240;-0.059;1.614;-0.383
9280;-0.002;1.454;-0.311
9320;0.217;1.280;-0.225
9360;0.434;1.001;-0.477
9400;0.432;1.290;-0.589
9440;0.071;1.479;-0.637
9480;-0.535;1.390;-0.161
9520;-0.445;1.748;-0.583
9560;-0.215;1.410;-0.484
9600;-0.082;1.253;-0.525
9640;0.001;1.200;-0.396
9680;0.005;1.417;-0.071
9720;-0.176;1.221;-0.081
9760;-0.333;0.499;-0.241
9800;-0.257;0.432;-0.048
9840;-0.081;0.309;0.117
9880;0.331;0.232;0.097
9920;0.491;0.387;0.144
9960;0.417;0.651;0.148
10000;-0.103;0.108;-0.068
10040;-0.575;0.079;-0.164
10080;-0.269;0.211;-0.167
10120;0.181;0.320;0.158
10160;0.266;0.139;0.237
10200;0.188;0.244;0.059
10240;-0.012;0.440;-0.095
10280;-0.048;0.329;-0.194
10320;0.225;0.269;-0.294
10360;0.505;0.784;-0.401
10400;0.661;0.060;-0.420
10440;0.307;0.259;-0.630
10480;-0.514;0.218;0.168
10520;-0.718;0.673;0.055
10560;-0.246;0.420;-0.194
10600;0.092;-0.222;-0.398
10640;0.119;-0.360;-0.280
10680;-0.054;0.224;0.144
10720;-0.070;0.128;0.281
10760;-0.068;0.092;0.265
10800;0.024;-0.081;0.226
10840;0.266;-0.160;0.378
