DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;-0.038;-0.005;-0.003
40;-0.038;-0.005;-0.003
80;-0.009;0.002;0.002
120;-0.007;0.001;0.004
160;-0.016;0.004;0.000
200;0.012;0.001;0.002
240;0.000;0.010;0.003
280;-0.007;0.003;-0.002
320;0.017;0.002;0.002
360;0.006;0.005;0.001
400;-0.002;-0.003;0.000
440;0.007;-0.005;0.003
480;0.009;-0.008;0.002
520;0.012;-0.005;0.004
560;0.000;-0.008;0.002
600;0.003;-0.004;0.003
640;0.013;-0.002;0.002
680;0.010;0.001;0.001
720;-0.001;0.000;0.004
760;0.009;0.010;0.003
800;0.001;-0.002;0.001
820;0.001;0.004;0.008
860;0.005;0.003;0.007
900;0.005;0.012;0.009
940;0.012;0.000;0.005
980;0.001;0.006;0.002
1020;0.021;0.005;0.004
1060;0.021;0.007;0.007
1100;0.011;0.003;-0.001
1140;0.013;-0.005;-0.005
1180;0.009;0.006;0.012
1220;0.031;0.004;-0.001
1260;-0.004;-0.007;-0.001
1280;-0.018;-0.011;0.000
1320;0.015;-0.001;0.001
1360;0.005;0.004;0.002
1400;-0.002;-0.005;0.002
1440;0.015;0.003;0.003
1480;-0.001;0.005;0.004
1520;-0.005;0.001;0.001
1560;0.011;0.001;-0.001
1600;-0.003;0.002;-0.001
1640;0.010;0.002;-0.002
1680;0.018;0.005;0.007
1720;0.007;0.005;0.001
1760;0.012;-0.002;-0.001
1800;0.016;0.003;0.000
1840;0.018;0.000;-0.005
1860;0.030;0.000;-0.001
1900;0.021;0.010;0.003
1940;0.024;0.007;0.000
1980;0.026;-0.002;-0.003
2020;0.001;0.005;-0.001
2060;-0.012;0.005;-0.003
2100;-0.006;0.001;-0.004
2120;0.003;0.004;-0.002
2160;-0.005;0.002;-0.001
2200;-0.017;0.001;-0.002
2240;-0.011;0.005;-0.002
2260;-0.013;0.004;-0.001
2300;-0.022;0.005;-0.001
2340;-0.015;0.006;-0.001
2380;-0.009;0.005;-0.002
2420;-0.021;0.003;-0.003
2460;-0.017;0.006;-0.002
2500;-0.002;0.005;-0.006
2540;-0.018;0.005;-0.005
2580;-0.018;0.002;-0.004
2620;-0.016;0.006;-0.005
2660;-0.004;0.002;-0.003
2680;0.016;0.002;-0.001
2720;-0.023;0.003;-0.002
2760;-0.002;0.000;-0.002
2800;0.009;-0.004;-0.001
2840;-0.012;-0.002;-0.002
2880;0.007;-0.002;0.001
2920;-0.002;-0.005;0.001
2960;0.015;-0.013;0.004
3000;0.005;-0.008;0.005
3040;0.008;-0.004;0.007
3080;0.020;-0.006;0.005
3120;0.012;-0.003;0.002
3160;0.002;0.004;0.003
3200;0.016;0.000;0.002
3240;0.018;0.001;0.002
3280;0.005;0.001;0.002
3320;0.010;0.001;0.002
3360;0.000;-0.005;0.003
3380;-0.021;-0.007;0.005
3420;-0.042;-0.009;-0.002
3460;-0.008;0.004;0.002
3500;0.017;0.016;0.004
3540;-0.057;0.028;0.013
3580;-0.098;0.016;0.001
3620;-0.103;0.032;-0.010
3660;-0.107;0.070;0.002
3700;-0.142;0.068;0.003
3740;-0.235;0.029;-0.001
3780;-0.276;-0.006;0.007
3820;-0.346;-0.029;0.010
3860;-0.492;-0.018;0.023
3900;-0.617;0.004;0.020
3940;-0.752;0.018;0.017
3980;-0.846;0.029;0.037
4020;-0.976;-0.012;0.119
4060;-1.034;-0.009;0.147
4100;-1.090;0.013;0.178
4120;-1.134;0.007;0.199
4160;-1.276;0.015;0.216
4200;-1.293;-0.121;0.229
4240;-0.859;0.120;0.165
4280;-0.691;0.059;0.070
4320;-0.442;0.031;-0.011
4360;-0.270;-0.088;-0.073
4400;-0.120;-0.164;-0.119
4440;0.022;-0.161;-0.138
4480;0.106;-0.162;-0.129
4520;0.175;-0.145;-0.113
4560;0.252;-0.101;-0.084
4600;0.347;-0.058;-0.082
4640;0.438;-0.043;-0.076
4680;0.560;-0.065;-0.054
4720;0.737;-0.084;-0.034
4760;0.918;-0.085;-0.013
4800;1.032;-0.062;-0.037
4840;1.118;-0.021;-0.056
4880;1.212;0.032;-0.046
4920;1.293;0.071;-0.122
4960;1.260;0.194;-0.180
5000;1.032;0.312;-0.211
5040;0.744;0.285;-0.253
5080;0.535;0.195;-0.269
5120;0.406;-0.006;-0.143
5160;0.429;-0.136;-0.048
5200;0.466;-0.102;0.037
5240;0.443;-0.120;0.034
5280;0.262;-0.161;0.031
5320;0.202;-0.170;0.001
5360;0.184;-0.120;0.051
5400;0.140;0.026;0.119
5440;0.145;0.054;0.086
5480;0.200;-0.008;0.016
5520;0.122;0.048;0.018
5560;0.019;0.094;0.026
5600;-0.027;0.075;0.007
5640;0.027;0.042;-0.018
5680;0.023;-0.016;-0.032
5720;-0.117;0.040;-0.027
5760;-0.251;0.198;-0.036
5780;-0.250;0.252;-0.069
5820;-0.110;0.276;-0.227
5860;-0.089;0.284;-0.311
5900;-0.077;0.303;-0.210
5940;-0.131;0.218;-0.119
5980;-0.232;0.240;-0.184
6020;-0.117;0.233;-0.211
6060;0.043;0.195;-0.126
6100;0.076;0.080;-0.036
6140;0.071;-0.090;0.070
6180;0.110;-0.294;0.210
6220;0.118;-0.374;0.385
6260;0.140;-0.373;0.445
6300;0.226;-0.439;0.327
6340;0.245;-0.456;0.210
6380;0.021;-0.157;0.117
6420;-0.136;0.002;0.024
6460;-0.021;-0.273;-0.266
6500;0.002;0.012;0.058
6540;-0.131;0.058;0.208
6580;-0.175;0.010;0.100
6620;0.011;0.024;0.113
6660;0.187;-0.042;0.098
6680;0.193;-0.076;0.072
6720;0.088;-0.070;0.007
6760;0.040;0.022;0.022
6780;0.165;0.089;0.057
6820;0.229;0.247;0.075
6840;0.232;0.261;0.053
6880;0.240;-0.008;-0.015
6920;0.210;-0.362;-0.017
6960;0.128;-0.476;0.065
7000;0.125;-0.530;0.003
7040;0.079;-0.657;-0.117
7080;0.027;-0.544;-0.151
7120;0.163;-0.340;-0.208
7160;0.299;-0.147;-0.293
7200;0.237;0.212;-0.375
7240;0.191;0.511;-0.450
7280;0.298;0.557;-0.495
7320;0.271;0.385;-0.490
7360;-0.032;0.541;-0.258
7400;-0.054;0.838;-0.015
7440;-0.076;0.257;-0.246
7480;-0.269;0.273;-0.221
7500;-0.316;0.483;-0.117
7540;0.092;0.583;0.098
7580;0.603;0.228;-0.011
7600;0.545;0.017;-0.180
7640;-0.136;-0.093;-0.178
7680;-0.356;0.136;0.123
7720;-0.191;0.100;0.159
7760;-0.096;0.001;-0.083
7800;-0.120;0.112;-0.058
7840;0.004;0.067;-0.022
7880;-0.076;-0.103;0.056
7920;-0.125;-0.244;0.189
7940;-0.088;-0.334;0.239
7980;-0.007;-0.604;0.268
8020;-0.020;-0.687;0.338
8060;-0.002;-0.544;0.418
8100;0.020;-0.035;0.414
8140;0.178;-0.100;0.130
8180;0.142;-1.203;0.009
8220;-0.145;-0.081;0.381
8260;-0.012;-0.202;0.346
8300;0.101;-0.391;0.144
8340;-0.095;-0.187;0.210
8380;-0.205;-0.113;0.086
8420;0.092;0.109;0.235
8460;0.210;0.268;0.183
8500;-0.004;0.403;0.111
8540;-0.180;0.480;0.009
8580;-0.244;0.582;-0.023
8620;-0.164;0.531;-0.032
8660;-0.010;0.345;-0.059
8700;0.084;0.003;-0.089
8740;0.037;-0.134;-0.097
8780;0.103;-0.021;-0.082
8820;0.140;0.120;-0.130
