DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;0.003;0.018;-0.013
40;0.003;0.018;-0.013
80;0.017;-0.031;-0.001
120;0.015;-0.011;-0.002
160;0.021;-0.007;0.003
200;0.018;0.009;0.004
240;0.016;0.009;-0.001
280;0.032;0.019;-0.005
320;0.035;0.009;-0.004
360;0.034;-0.002;0.002
400;0.037;-0.013;0.005
440;0.037;-0.012;0.007
460;0.038;-0.007;0.005
500;0.037;-0.002;0.007
540;0.033;-0.002;0.011
580;0.042;0.001;0.011
620;0.042;-0.004;0.012
660;0.031;0.000;0.007
700;0.035;-0.002;0.007
740;0.035;0.005;0.009
780;0.040;0.004;0.010
820;0.042;0.007;0.012
860;0.048;-0.012;0.010
900;0.037;-0.021;0.005
940;0.034;-0.011;0.004
960;0.033;-0.012;0.006
1000;0.022;-0.007;0.012
1040;0.024;0.004;0.009
1060;0.023;0.005;0.009
1100;0.012;-0.007;0.010
1140;0.018;-0.003;0.012
1180;0.013;-0.009;0.010
1220;0.012;-0.007;0.005
1260;0.009;0.002;0.008
1300;0.008;0.015;0.007
1340;0.001;0.013;0.006
1380;-0.004;-0.001;0.004
1420;0.001;0.001;0.003
1460;-0.005;-0.003;0.003
1500;-0.013;0.007;0.004
1540;-0.001;0.006;0.007
1580;0.002;0.003;0.004
1620;-0.005;-0.005;0.005
1660;-0.013;-0.004;0.007
1700;-0.007;-0.004;0.005
1720;-0.001;-0.003;0.005
1760;-0.004;0.001;0.004
1800;0.002;-0.001;0.003
1820;-0.001;0.002;0.001
1860;-0.004;0.009;0.004
1900;-0.001;0.007;0.004
1940;-0.010;0.002;-0.003
1980;-0.005;0.006;-0.002
2020;-0.004;-0.001;-0.001
2060;-0.012;0.005;-0.002
2100;-0.005;0.000;0.000
2140;-0.008;-0.005;0.000
2180;-0.005;-0.007;-0.001
2220;-0.009;-0.002;-0.002
2260;-0.013;-0.003;0.001
2300;-0.006;0.003;-0.002
2340;-0.005;-0.002;-0.003
2380;-0.005;-0.001;-0.004
2420;-0.002;0.001;-0.002
2440;-0.001;0.004;0.000
2480;-0.002;0.007;0.001
2520;-0.004;0.003;-0.002
2560;-0.007;-0.002;-0.006
2600;0.002;0.000;-0.004
2640;-0.004;-0.001;-0.006
2680;-0.005;0.002;-0.004
2720;-0.002;-0.001;-0.001
2760;-0.005;0.004;-0.005
2800;-0.009;0.000;-0.003
2840;0.001;-0.002;-0.004
