DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;-0.001;-0.002;-0.001
40;-0.001;-0.002;-0.001
80;0.005;0.003;0.002
120;0.012;-0.005;0.000
160;0.015;0.004;0.000
200;0.012;-0.003;-0.002
220;0.010;-0.007;-0.001
260;0.005;-0.002;-0.001
300;0.005;0.005;-0.004
340;0.009;0.008;-0.001
360;0.010;0.006;-0.001
400;0.003;0.007;-0.003
440;-0.002;0.012;-0.002
480;-0.003;0.002;-0.002
520;0.001;0.003;-0.001
560;0.001;0.004;0.000
600;-0.002;-0.001;0.004
640;-0.004;-0.007;0.003
680;-0.001;-0.003;0.000
700;0.001;-0.002;-0.001
740;0.002;0.001;-0.001
780;0.004;-0.004;-0.002
820;0.004;-0.004;-0.005
860;0.001;0.004;-0.005
880;0.002;0.004;-0.005
920;0.006;0.001;-0.003
960;0.009;0.003;-0.003
1000;0.006;0.004;-0.001
1040;0.002;-0.001;0.000
1080;-0.006;0.006;0.006
1120;-0.003;0.000;0.003
1160;0.001;0.004;0.005
1200;0.001;-0.001;0.005
1240;-0.005;0.001;0.005
1280;-0.007;0.000;0.003
1320;-0.008;-0.007;0.001
1360;-0.005;-0.009;0.002
1380;-0.004;-0.005;0.002
1420;-0.004;0.002;0.001
1460;-0.005;-0.013;-0.002
1500;-0.005;-0.003;-0.008
1540;-0.005;0.005;-0.003
1580;-0.003;0.004;-0.002
1620;0.000;-0.002;-0.002
1660;-0.002;-0.006;0.009
1700;0.001;-0.015;0.005
1740;0.010;0.003;0.005
1780;0.016;0.004;0.006
1820;0.018;0.008;0.005
1860;0.017;0.017;0.007
1900;0.022;0.016;0.000
1940;0.027;0.023;0.004
1980;0.025;0.015;0.007
2020;0.016;-0.005;0.004
2060;0.011;0.011;0.003
2100;0.011;-0.009;0.008
2140;0.013;-0.020;0.008
2180;0.008;-0.021;0.007
2220;-0.001;-0.025;0.002
2260;-0.007;-0.018;-0.003
2300;-0.009;-0.002;-0.002
2340;-0.007;0.002;-0.009
2380;-0.007;0.012;-0.013
2420;-0.012;0.011;-0.012
2460;-0.019;0.002;-0.007
2500;-0.014;-0.004;-0.004
2540;-0.011;-0.002;-0.002
2580;-0.010;-0.002;0.000
2620;-0.011;-0.004;0.004
2660;-0.012;-0.007;0.004
2700;-0.007;0.000;0.005
2740;-0.008;-0.005;0.005
2780;-0.010;-0.006;0.005
2820;-0.004;-0.001;0.006
2860;0.004;0.002;0.005
2900;0.005;0.004;0.004
2940;0.002;0.005;0.009
2960;0.002;0.007;0.009
3000;0.014;0.005;0.001
3040;0.023;0.018;-0.002
3080;0.032;-0.010;0.010
3120;0.023;-0.016;0.000
3160;0.020;0.004;-0.017
3200;0.033;0.019;-0.036
3240;0.002;0.004;-0.021
3280;-0.048;-0.034;-0.034
3320;-0.108;0.023;-0.028
3360;-0.161;-0.033;-0.035
3400;-0.218;0.040;-0.052
3440;-0.230;0.133;-0.039
3480;-0.208;0.170;-0.012
3520;-0.431;-0.021;-0.032
3560;-0.700;-0.078;-0.062
3600;-0.845;-0.120;-0.036
3640;-0.946;-0.097;-0.101
3680;-0.998;-0.060;-0.122
3720;-1.104;-0.184;-0.097
3760;-1.197;-0.223;-0.162
3800;-1.217;-0.047;-0.244
3840;-1.189;-0.118;-0.189
3880;-1.128;-0.236;-0.192
3920;-1.071;-0.126;-0.157
3960;-0.983;-0.096;-0.153
4000;-0.957;-0.119;-0.229
4040;-0.803;-0.089;-0.161
4080;-0.431;-0.053;-0.024
4120;-0.085;0.086;0.020
4160;0.181;0.134;0.193
4200;0.495;0.082;0.261
4240;0.745;0.181;0.268
4280;1.023;0.338;0.285
4320;1.186;0.344;0.244
4360;1.324;0.257;0.216
4400;1.453;0.084;0.228
4440;1.436;-0.235;0.240
4480;1.180;-0.802;0.237
4520;0.822;-0.889;0.286
4560;0.731;-0.448;0.196
4600;0.470;-0.486;0.128
4640;0.374;-0.451;0.056
4680;0.368;-0.581;-0.036
4720;0.316;-0.575;-0.100
4760;0.326;-0.360;-0.051
4800;0.448;-0.258;-0.128
4840;0.538;0.071;-0.283
4880;0.655;0.537;-0.253
4920;0.774;0.241;0.089
4960;0.703;-0.230;-0.008
5000;0.428;0.277;0.007
5040;0.072;0.623;0.016
5080;-0.111;0.531;-0.075
5120;-0.254;0.106;-0.214
5160;-0.213;-0.115;-0.351
5200;-0.269;-0.123;-0.307
5240;-0.204;-0.173;-0.201
5280;-0.051;-0.016;-0.128
5320;0.038;0.106;-0.064
5360;0.060;0.118;-0.045
5400;0.061;0.164;0.047
5440;0.013;0.156;-0.004
5480;0.208;0.215;0.093
5520;0.400;0.180;-0.005
5560;0.473;0.079;-0.213
5600;0.498;0.158;-0.148
5640;0.353;0.139;-0.037
5680;-0.012;-0.049;-0.059
5720;-0.354;-0.308;-0.105
5760;-0.407;-0.277;0.015
5800;-0.274;0.152;0.167
5840;-0.314;0.346;0.277
5880;-0.278;0.280;0.200
5920;-0.197;0.190;0.130
5960;-0.166;0.059;0.052
6000;-0.075;-0.112;-0.043
6040;0.034;-0.117;-0.116
6080;0.084;0.071;-0.119
6120;0.193;0.298;-0.178
6140;0.224;0.334;-0.147
6180;0.274;0.184;-0.054
6220;0.332;0.117;-0.076
6260;0.520;0.019;0.224
6300;0.443;-0.336;0.292
6340;0.162;-0.226;0.222
6380;-0.101;0.632;0.152
6420;-0.290;0.800;0.117
6460;-0.215;0.448;-0.183
6500;-0.215;-0.024;-0.434
6540;-0.238;-0.093;-0.304
6580;-0.185;-0.183;-0.150
6620;-0.101;-0.341;-0.180
6660;-0.014;-0.186;-0.051
6700;0.102;-0.076;0.081
6740;0.180;-0.086;0.135
6780;0.244;-0.129;0.128
6820;0.218;-0.092;0.104
6860;0.249;0.167;0.040
6900;0.321;0.245;0.062
6940;0.491;-0.038;0.012
6980;0.478;0.219;-0.274
7020;0.199;0.409;-0.083
7060;-0.043;0.141;-0.132
7100;-0.311;0.039;-0.178
7140;-0.558;-0.018;-0.192
7180;-0.532;0.241;-0.031
7220;-0.457;0.790;0.151
7260;-0.434;0.953;0.213
7300;-0.288;0.983;0.201
7340;-0.180;0.911;0.032
7380;-0.026;0.790;-0.074
7420;0.130;0.670;-0.175
7460;0.263;0.654;-0.257
7500;0.340;0.750;-0.304
7540;0.252;0.717;-0.318
7580;0.163;0.533;-0.260
7620;0.172;0.451;-0.234
7660;0.070;0.727;-0.334
7700;0.244;0.757;0.062
7740;0.092;0.828;-0.038
7780;-0.096;1.246;-0.114
7820;-0.244;1.512;-0.078
7860;-0.468;1.612;-0.144
7900;-0.426;1.417;-0.294
7940;-0.376;1.087;-0.459
7980;-0.360;1.263;-0.371
8020;-0.294;1.328;-0.324
8040;-0.284;1.318;-0.316
8080;-0.280;1.254;-0.272
8120;-0.256;1.004;-0.195
8160;-0.118;0.839;-0.225
8200;-0.053;0.674;-0.172
8240;-0.012;0.632;-0.120
8280;-0.020;0.696;-0.093
8320;0.029;0.871;-0.068
8360;0.054;1.151;-0.107
8400;0.122;1.384;-0.150
8440;0.188;1.352;-0.084
8480;0.122;1.368;-0.119
8520;0.148;2.117;-0.214
8560;0.085;2.311;-0.009
8580;0.111;2.153;-0.092
8620;-0.031;1.970;-0.329
8660;-0.207;1.859;-0.351
8700;-0.238;1.913;-0.440
8740;-0.139;2.181;-0.327
8780;-0.106;2.398;-0.276
8820;-0.090;2.663;-0.222
8860;-0.072;2.746;-0.170
8900;0.013;2.500;-0.269
8940;0.090;2.310;-0.279
8980;0.186;1.865;-0.271
9020;0.233;1.444;-0.398
9040;0.223;1.332;-0.423
9080;0.224;1.170;-0.428
9120;0.268;1.011;-0.360
9160;0.327;0.744;-0.362
9200;0.356;0.859;-0.387
9240;0.401;1.178;-0.342
9280;0.542;1.183;0.000
9320;0.053;0.820;-0.359
9360;-0.173;1.436;-0.286
9400;-0.224;1.525;-0.315
9440;-0.352;1.238;-0.380
9480;-0.337;0.789;-0.409
9520;-0.351;0.618;-0.362
9560;-0.274;0.600;-0.310
9600;-0.210;0.590;-0.215
9640;-0.078;0.579;-0.095
9680;0.022;0.498;-0.074
9720;0.151;0.384;-0.010
9760;0.253;0.155;-0.012
9800;0.197;0.137;0.018
9840;0.218;0.108;0.001
9880;0.369;0.233;-0.093
9920;0.315;0.300;-0.176
9960;0.357;-0.017;-0.082
10000;0.277;0.207;-0.286
10040;0.082;0.657;-0.252
10080;-0.089;0.300;-0.127
10120;-0.214;0.236;-0.122
10160;-0.320;0.033;-0.109
10200;-0.258;0.074;0.070
10240;-0.148;0.359;0.223
10280;-0.132;0.270;0.166
10320;-0.075;0.214;0.180
10360;-0.062;0.154;0.164
10400;0.097;0.007;0.059
10440;0.255;-0.120;-0.035
10480;0.316;-0.034;-0.032
10520;0.205;0.005;-0.091
10560;0.216;0.058;-0.126
10600;0.240;0.015;-0.081
10640;0.246;0.108;-0.045
10680;0.262;0.118;0.063
10720;0.219;-0.127;0.354
10760;-0.119;-0.015;0.103
10800;-0.150;0.564;0.114
10840;-0.258;0.588;-0.032
10880;-0.291;0.470;-0.155
10920;-0.255;0.225;-0.318
10960;-0.279;0.034;-0.356
11000;-0.204;0.144;-0.199
11040;-0.153;0.090;-0.099
11080;-0.100;-0.155;-0.077
11120;-0.038;-0.199;-0.010
11160;0.035;-0.277;0.073
11200;0.075;-0.405;0.180
11240;0.085;-0.473;0.175
11280;0.082;-0.259;0.031
11320;0.156;-0.100;0.097
11360;0.324;-0.353;0.095
11400;0.384;-0.327;-0.048
11440;0.356;0.310;-0.163
11480;0.219;0.417;-0.167
11520;0.123;0.193;-0.188
11560;-0.056;-0.194;-0.119
11600;-0.248;-0.293;-0.078
11640;-0.254;-0.125;-0.045
11680;-0.214;0.304;0.086
11720;-0.189;0.611;0.206
11760;-0.173;0.656;0.141
11800;-0.079;0.775;0.054
11840;0.000;0.769;-0.053
11880;0.081;1.000;-0.122
11920;0.122;1.160;-0.235
11960;0.142;1.281;-0.337
12000;0.119;1.480;-0.390
12040;-0.025;1.572;-0.476
12080;-0.069;1.575;-0.554
12120;-0.068;1.323;-0.599
12160;-0.112;1.381;-0.563
12200;-0.201;1.391;-0.408
12240;-0.032;1.374;-0.131
12280;-0.227;1.330;-0.299
12320;-0.259;1.927;-0.279
12360;-0.175;2.009;-0.279
12400;-0.339;2.018;-0.533
12440;-0.406;2.363;-0.588
12480;-0.461;2.502;-0.533
12520;-0.428;2.701;-0.587
12560;-0.429;2.742;-0.619
12600;-0.399;2.673;-0.572
12640;-0.323;2.825;-0.478
12680;-0.211;2.944;-0.386
12720;-0.175;3.192;-0.197
12760;-0.142;3.189;-0.071
12800;-0.054;2.881;-0.081
12840;-0.010;2.362;-0.006
12880;-0.065;1.769;0.070
12920;-0.087;1.201;-0.008
12960;-0.210;0.879;-0.138
13000;-0.239;0.948;-0.269
13040;-0.084;1.318;-0.271
13080;0.023;1.651;0.169
13120;0.065;1.456;0.335
13160;-0.089;1.370;0.173
13200;-0.225;1.443;0.040
13240;-0.294;1.684;0.016
13280;-0.442;1.650;-0.081
13320;-0.754;1.487;-0.078
13360;-1.031;1.317;0.018
13400;-0.982;1.200;0.111
13440;-1.084;0.739;0.156
13480;-1.156;0.508;-0.016
13520;-0.973;0.221;0.027
13560;-0.783;0.238;-0.019
13600;-0.773;0.114;0.012
13640;-0.594;0.011;0.042
13680;-0.456;-0.219;-0.086
13720;-0.285;-0.260;-0.197
13760;-0.069;-0.206;-0.226
13800;0.046;-0.260;-0.219
13840;0.191;-0.360;-0.173
13880;0.257;-0.403;-0.147
13920;0.282;-0.368;-0.090
13960;0.304;-0.255;0.042
13980;0.402;-0.083;0.031
14020;0.557;-0.051;-0.071
14060;0.694;-0.040;-0.213
14080;0.740;0.009;-0.213
14120;0.718;0.053;-0.132
14160;0.679;-0.053;-0.272
14180;0.701;-0.145;-0.357
14220;0.567;-0.194;-0.299
14260;0.472;-0.175;-0.228
14300;0.525;-0.197;-0.248
14340;0.500;-0.274;-0.192
14380;0.498;-0.271;-0.167
14420;0.624;-0.151;-0.203
14440;0.670;-0.118;-0.186
14480;0.577;-0.068;-0.089
14520;0.354;-0.078;-0.078
14560;0.306;-0.087;-0.090
14600;0.266;-0.109;-0.075
14640;0.166;-0.104;-0.087
14680;0.159;-0.040;-0.082
14720;0.147;-0.027;-0.043
14760;0.111;-0.043;-0.024
14780;0.069;-0.064;-0.023
14820;-0.031;0.002;0.002
14860;-0.028;0.092;0.004
14900;-0.016;0.114;-0.002
14940;-0.060;0.148;0.037
14980;-0.072;0.145;0.038
15020;-0.088;0.126;0.026
15060;-0.076;0.095;0.056
15100;-0.036;0.060;0.064
