DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;0.131;-0.109;0.045
40;0.131;-0.109;0.045
80;0.002;-0.003;0.002
120;0.000;-0.005;0.002
160;-0.002;-0.009;0.001
180;0.001;-0.007;-0.001
220;-0.002;-0.006;0.001
240;-0.001;-0.002;-0.001
280;-0.004;-0.004;0.000
320;-0.002;-0.004;0.002
360;0.001;-0.001;-0.001
400;0.006;0.003;-0.001
440;-0.003;-0.009;0.002
480;-0.005;-0.007;-0.001
520;0.001;-0.007;0.001
560;0.002;-0.003;-0.001
600;0.001;0.004;0.001
640;0.002;0.002;0.001
680;0.002;0.005;0.001
720;0.002;0.007;0.002
740;0.004;0.007;0.003
780;0.004;0.005;0.002
820;-0.005;-0.007;0.001
840;-0.005;-0.007;0.001
880;-0.001;0.000;0.003
920;0.000;0.000;0.002
960;-0.002;0.002;0.000
1000;-0.010;0.007;-0.004
1040;-0.023;0.004;-0.001
1080;-0.026;0.000;0.004
1120;-0.012;-0.005;0.002
1160;-0.002;-0.003;0.006
1200;-0.006;-0.004;0.008
1240;-0.004;0.000;0.007
1280;-0.001;0.001;0.007
1320;0.001;-0.002;0.006
1360;0.007;0.001;0.006
1400;0.013;0.004;0.005
1440;0.019;0.002;0.005
1480;0.017;0.001;0.002
1520;0.018;0.001;0.001
1540;0.016;-0.004;0.002
1580;0.013;0.000;0.001
1620;0.005;-0.004;0.001
1640;0.003;-0.005;0.001
1680;0.005;-0.001;0.003
1720;0.002;-0.004;0.000
1760;0.001;0.001;0.000
1800;-0.007;0.000;-0.001
1840;-0.010;0.002;0.000
1880;-0.010;-0.001;-0.001
1920;-0.010;0.004;-0.002
1960;-0.017;0.000;0.001
2000;-0.021;-0.001;0.000
2040;-0.021;-0.004;0.001
2080;-0.022;-0.003;0.001
2120;-0.024;-0.003;0.003
2160;-0.031;0.001;0.003
2200;-0.027;0.001;0.004
2240;-0.027;0.000;0.004
2280;-0.026;0.005;0.004
2320;-0.029;0.000;0.001
2360;-0.033;0.001;0.004
2400;-0.029;0.003;0.004
2440;-0.031;0.001;0.001
2480;-0.032;-0.002;0.002
2520;-0.043;0.004;0.001
2560;-0.067;0.005;-0.001
2600;-0.075;0.013;0.004
2640;-0.095;0.013;0.009
2680;-0.150;0.015;0.010
2720;-0.225;0.039;0.018
2760;-0.286;0.028;-0.001
2800;-0.371;0.056;0.020
2840;-0.462;0.080;0.021
2880;-0.560;0.049;0.001
2900;-0.595;0.042;0.011
2940;-0.690;0.060;0.030
2980;-0.779;0.108;0.017
3020;-0.863;0.151;0.012
3060;-0.960;0.100;0.003
3100;-1.004;0.134;-0.045
3140;-1.028;0.142;-0.062
3180;-0.984;0.123;-0.127
