DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;-0.002;0.004;-0.002
40;-0.002;0.004;-0.002
80;0.003;-0.005;0.005
120;0.004;0.004;0.006
140;0.004;0.001;0.005
180;-0.001;0.007;0.009
200;0.001;0.009;0.007
240;0.004;0.004;0.004
280;0.002;-0.001;0.005
320;0.003;0.007;0.004
360;0.004;0.007;0.004
400;0.000;0.005;0.002
440;0.002;0.010;0.002
480;0.002;0.006;0.002
520;0.001;0.001;0.002
560;0.001;0.003;0.004
600;-0.001;0.000;0.005
640;-0.002;-0.002;0.002
680;-0.004;-0.002;0.004
720;-0.004;-0.003;0.002
760;-0.001;-0.003;0.000
800;-0.003;0.005;0.002
840;-0.010;0.004;0.002
880;-0.005;0.005;0.002
920;0.001;-0.001;-0.001
960;-0.003;-0.003;-0.001
1000;-0.001;0.002;-0.001
1040;0.002;-0.001;-0.001
1080;-0.002;0.005;-0.002
1120;0.001;0.007;0.000
1160;0.001;0.005;0.001
1200;-0.002;0.002;0.002
1240;-0.001;0.002;0.002
1280;-0.002;0.002;0.002
1320;-0.006;-0.001;0.004
1360;-0.010;-0.002;0.005
1400;-0.013;0.001;0.007
1440;-0.013;-0.002;0.004
1480;-0.015;-0.003;0.005
1520;-0.019;-0.005;0.005
1560;-0.023;-0.003;0.009
1600;-0.023;-0.002;0.008
1640;-0.027;-0.010;0.008
1680;-0.029;-0.004;0.005
1720;-0.031;-0.008;0.008
1760;-0.038;-0.005;0.007
1800;-0.040;-0.007;0.008
1840;-0.042;-0.009;0.010
1880;-0.046;-0.007;0.007
1920;-0.049;-0.006;0.009
1960;-0.053;-0.007;0.009
2000;-0.057;-0.005;0.009
2040;-0.062;-0.002;0.009
2080;-0.065;-0.005;0.009
2120;-0.075;-0.005;0.011
2160;-0.085;-0.009;0.012
2200;-0.097;-0.002;0.015
2240;-0.115;-0.004;0.016
2280;-0.142;-0.001;0.013
2320;-0.177;0.004;0.009
2360;-0.206;0.021;0.018
2400;-0.262;0.037;0.027
2440;-0.347;0.059;0.032
2480;-0.427;0.024;0.061
2520;-0.546;0.049;0.078
2560;-0.702;0.007;0.087
2580;-0.730;-0.016;0.104
2620;-0.801;-0.068;0.144
2660;-0.913;-0.113;0.158
2700;-1.008;-0.094;0.153
2740;-1.085;-0.067;0.119
2780;-1.083;-0.124;0.073
2820;-1.003;-0.157;0.040
2860;-0.891;-0.084;0.119
2900;-0.803;-0.022;0.017
2940;-0.582;0.109;0.026
2980;-0.371;0.152;0.024
3020;-0.181;0.119;0.038
3060;-0.035;0.145;-0.014
3100;0.045;0.117;-0.017
3140;0.181;0.135;-0.027
3180;0.341;0.081;-0.030
3220;0.630;0.155;-0.037
3260;0.858;0.186;-0.032
3300;1.089;0.218;-0.078
3340;1.222;0.175;-0.079
3380;1.255;0.035;-0.053
3420;1.217;-0.115;-0.049
3460;1.098;-0.045;-0.006
3500;0.852;0.057;0.043
3540;0.509;0.102;0.028
3580;0.352;0.007;-0.013
3620;0.273;-0.024;-0.029
3660;0.389;0.061;-0.075
3700;0.496;0.169;-0.152
3740;0.710;0.199;-0.168
3780;0.816;0.159;-0.179
3820;0.878;-0.119;0.135
3860;0.643;0.014;-0.038
3900;0.409;0.381;-0.032
3940;0.155;0.313;-0.065
3980;0.068;0.263;-0.065
4020;-0.043;0.128;-0.148
4060;-0.122;0.009;-0.169
4100;-0.082;0.183;-0.166
4140;-0.242;0.222;-0.103
4180;-0.148;0.221;-0.049
4220;-0.039;0.040;0.028
4260;0.101;-0.093;0.069
4300;0.299;-0.108;0.023
4340;0.558;-0.139;0.021
4380;0.709;-0.265;0.051
4420;0.326;-0.310;-0.199
4460;0.216;-0.402;0.021
4500;0.009;-0.585;-0.061
4540;-0.299;-0.509;0.006
4580;0.032;-0.268;0.029
4620;-0.239;-0.203;0.079
4660;-0.155;-0.089;0.034
4700;-0.119;0.068;0.016
4740;-0.117;0.177;0.038
4780;-0.041;0.210;-0.001
4820;0.004;0.323;-0.067
4860;-0.006;0.311;-0.087
4900;0.098;0.225;-0.067
4940;0.122;0.042;-0.007
4980;0.162;-0.024;-0.051
5020;0.260;-0.120;0.303
5060;0.279;-0.451;0.123
5100;0.390;0.142;0.071
5140;-0.126;0.031;0.151
5180;-0.136;-0.048;0.127
5220;-0.019;-0.406;0.046
5260;-0.051;-0.453;-0.086
5300;0.017;-0.160;-0.122
5340;-0.087;-0.061;-0.116
5380;-0.068;-0.028;-0.073
5420;-0.025;-0.120;-0.056
5460;-0.126;-0.237;-0.016
5500;-0.059;-0.285;-0.010
5540;-0.049;-0.451;0.073
5580;0.123;-0.444;0.051
5620;0.200;-0.363;0.003
5660;0.265;-0.422;0.014
5700;0.404;-0.553;-0.010
5740;0.079;-0.532;-0.187
5780;0.117;-0.607;-0.060
5820;0.014;-0.751;-0.106
5860;-0.054;-0.589;0.055
5900;0.023;-0.485;0.080
5940;-0.077;-0.412;0.125
5980;-0.121;-0.465;0.111
6020;-0.108;-0.409;0.053
6060;-0.108;-0.432;0.034
6100;0.037;-0.429;-0.003
6140;0.134;-0.476;-0.051
6180;0.232;-0.569;-0.046
6220;0.225;-0.653;-0.078
6260;0.180;-0.773;-0.101
6300;0.142;-0.696;-0.106
6340;0.188;-0.672;-0.007
6380;0.144;-1.187;-0.013
6420;0.331;-0.729;-0.013
6460;0.071;-0.805;0.042
6500;-0.038;-0.884;0.177
6540;-0.004;-1.392;0.225
6580;0.064;-1.878;0.112
6620;0.061;-2.007;0.087
6660;0.145;-2.216;0.093
6700;0.163;-2.579;0.137
6740;0.260;-2.698;0.139
6780;0.290;-2.614;0.182
6820;0.282;-2.629;0.273
6860;0.418;-2.588;0.294
6900;0.443;-2.634;0.317
6940;0.350;-2.684;0.286
6980;0.188;-2.765;0.151
7020;0.175;-2.238;-0.019
7060;0.073;-2.199;0.015
7100;-0.005;-2.031;0.069
7140;0.043;-1.963;0.099
7180;0.001;-2.048;0.184
7220;0.031;-1.879;0.228
7260;-0.001;-2.024;0.221
7300;-0.044;-2.020;0.236
7340;-0.067;-1.804;0.199
7380;-0.040;-1.726;0.152
7420;-0.033;-1.628;0.109
7460;0.020;-1.438;0.084
7500;0.078;-1.246;0.117
7540;0.152;-1.124;0.119
7580;0.260;-1.059;0.094
7620;0.267;-0.994;0.225
7660;0.145;-0.932;0.283
7700;0.186;-0.823;0.041
7740;-0.013;-0.656;0.004
7780;0.068;-0.334;-0.007
7820;0.023;-0.419;0.007
7860;0.120;-0.553;-0.060
7880;0.136;-0.588;-0.090
7920;0.101;-0.511;-0.101
7960;0.100;-0.450;-0.115
8000;0.016;-0.451;-0.095
8040;-0.009;-0.418;-0.053
8080;-0.046;-0.423;0.003
8120;-0.029;-0.517;0.011
8160;0.032;-0.501;0.071
8200;0.099;-0.484;0.116
8240;0.170;-0.491;0.098
8280;0.167;-0.470;0.096
8320;0.170;-0.321;-0.037
8360;-0.001;-0.229;-0.064
8400;0.116;-0.170;-0.076
8440;-0.172;-0.480;-0.086
8480;-0.249;-0.359;-0.028
8520;-0.133;-0.139;0.007
8560;-0.083;0.026;-0.002
8600;-0.015;0.067;0.044
8640;0.001;-0.082;0.057
8680;-0.038;-0.060;0.047
8720;-0.023;0.051;0.054
8760;-0.026;0.104;0.005
8800;0.024;0.119;-0.014
8840;0.116;0.181;-0.029
8880;0.148;0.170;0.001
8920;0.241;0.051;0.021
8960;0.303;0.099;-0.023
9000;0.375;-0.023;0.275
9040;0.210;-0.131;0.092
9080;0.189;0.567;0.064
9120;-0.170;0.574;0.101
9160;-0.111;0.375;0.057
9200;-0.078;0.044;-0.107
9240;-0.132;-0.065;-0.189
9280;-0.026;0.186;-0.151
9320;-0.179;0.086;-0.137
9360;-0.048;0.007;-0.084
9400;0.062;-0.014;-0.014
9440;0.085;-0.206;0.023
9480;0.119;-0.350;0.063
9520;0.167;-0.459;0.100
9560;0.126;-0.325;-0.031
9600;0.144;-0.140;-0.023
9640;0.194;0.111;-0.241
9680;0.043;0.000;-0.309
9720;0.180;-0.205;-0.145
9760;-0.216;-0.692;-0.161
9800;-0.193;-0.515;-0.127
9840;-0.075;-0.335;-0.037
9880;-0.023;-0.167;0.140
9920;0.112;-0.281;0.119
9960;0.035;-0.420;0.094
10000;-0.069;-0.346;0.089
10040;0.064;-0.172;0.048
10080;0.100;-0.217;-0.037
10120;0.194;-0.299;-0.034
10160;0.210;-0.315;-0.053
10200;0.323;-0.277;-0.059
10240;0.153;-0.494;0.236
10280;0.012;-0.852;0.119
10320;0.032;-0.354;0.098
10360;-0.247;-0.374;0.175
10400;-0.176;-0.773;0.196
10440;-0.117;-1.261;0.064
10480;-0.170;-1.612;0.010
10520;-0.006;-1.485;0.087
10560;-0.076;-1.715;0.067
10600;0.001;-1.892;0.096
10640;0.048;-2.067;0.131
10680;0.054;-2.152;0.153
10720;0.077;-2.188;0.163
10760;0.033;-2.268;0.178
10780;0.009;-2.366;0.181
10820;-0.077;-2.570;0.156
10860;-0.048;-2.723;0.171
10900;-0.079;-2.914;0.271
10940;-0.100;-2.965;0.228
10980;-0.213;-2.896;0.209
11020;-0.327;-2.878;0.222
11060;-0.398;-2.780;0.162
11100;-0.450;-2.625;0.041
11140;-0.376;-2.538;-0.022
11180;-0.293;-2.371;-0.101
11220;-0.323;-2.302;-0.149
11260;-0.370;-2.219;-0.172
11300;-0.395;-2.020;-0.199
11340;-0.532;-1.891;-0.252
11380;-0.637;-1.710;-0.224
11420;-0.784;-1.608;-0.252
11460;-0.934;-1.558;-0.297
11500;-0.969;-1.350;-0.296
11540;-0.935;-1.221;-0.272
11580;-0.979;-1.039;-0.384
11600;-0.876;-0.797;-0.412
11640;-0.820;-0.406;-0.390
11680;-0.763;-0.372;-0.346
11720;-0.690;-0.416;-0.337
11760;-0.670;-0.510;-0.311
11780;-0.647;-0.534;-0.312
11820;-0.574;-0.494;-0.327
11860;-0.484;-0.354;-0.343
11900;-0.392;-0.301;-0.318
11940;-0.284;-0.307;-0.392
11980;-0.174;-0.255;-0.387
12020;-0.051;-0.175;-0.291
12060;0.063;-0.024;-0.263
12100;0.137;0.101;-0.186
12140;0.255;0.154;-0.173
12180;0.341;0.061;-0.230
12220;0.456;-0.049;-0.175
12260;0.604;-0.156;-0.155
12300;0.759;-0.173;-0.080
12340;0.930;-0.152;-0.021
12380;1.092;-0.082;-0.002
12420;0.997;-0.038;0.034
12460;0.854;0.032;-0.007
12500;0.902;0.059;-0.059
12520;0.943;0.103;-0.018
12560;1.164;0.076;0.010
12600;1.118;0.068;0.013
12640;0.856;0.181;0.017
12680;0.685;0.193;0.031
12720;0.671;0.235;0.027
12740;0.526;0.193;0.037
12780;0.379;0.162;0.032
12820;0.362;0.163;0.049
12860;0.316;0.150;0.059
12900;0.275;0.101;0.062
12940;0.210;0.030;0.087
12980;0.159;-0.029;0.082
13020;0.140;-0.011;0.091
13060;0.072;-0.016;0.076
13100;0.044;-0.010;0.058
13140;0.060;-0.030;0.043
13180;0.012;-0.049;0.043
13220;-0.008;-0.076;0.035
13260;-0.002;-0.075;0.029
13300;-0.006;-0.048;0.017
13340;-0.022;-0.029;-0.002
13380;-0.028;-0.020;0.006
13400;-0.031;-0.016;0.010
13440;-0.034;-0.013;-0.002
13480;-0.054;0.020;-0.014
13520;-0.067;0.032;-0.018
13540;-0.051;0.032;-0.016
13580;-0.042;0.039;-0.020
13620;-0.046;0.023;-0.015
13660;-0.034;0.001;-0.010
13680;-0.024;-0.004;-0.011
13720;-0.033;-0.027;-0.007
13760;-0.029;-0.031;-0.002
13800;-0.023;-0.030;-0.009
13840;-0.011;-0.024;-0.004
13880;-0.015;-0.023;-0.005
13920;-0.012;-0.017;-0.004
13960;0.001;0.007;-0.004
14000;-0.005;0.016;-0.001
14040;0.002;0.008;-0.005
14080;-0.004;0.014;0.001
14120;-0.014;0.009;0.002
14160;0.000;0.009;0.002
14200;-0.009;0.009;0.007
14240;-0.018;0.005;0.005
14280;-0.005;-0.001;0.009
14320;-0.007;-0.006;0.009
14360;-0.030;-0.005;0.005
14400;-0.002;-0.009;0.005
14440;-0.018;-0.011;0.006
14480;-0.016;0.001;0.004
14520;-0.010;-0.001;0.001
14560;-0.017;0.001;0.001
14600;-0.018;-0.004;-0.001
14640;-0.019;-0.001;-0.003
14680;-0.026;0.004;0.005
14720;-0.012;0.006;-0.002
14760;-0.023;-0.002;-0.003
14800;0.024;0.010;0.001
14840;0.000;-0.003;-0.006
14880;0.043;0.008;0.000
14920;0.008;0.007;-0.007
14960;0.013;0.004;-0.001
15000;0.019;0.007;-0.001
15040;0.038;0.013;-0.001
15060;0.020;0.014;-0.004
15100;-0.007;-0.002;-0.002
15140;-0.025;0.000;-0.004
15180;-0.037;0.000;-0.001
15220;-0.061;0.003;-0.004
15240;-0.069;-0.005;-0.004
15280;-0.180;-0.005;0.006
15320;-0.038;0.002;-0.002
15360;-0.057;0.014;-0.010
15400;0.006;0.009;0.004
15440;-0.010;0.005;-0.007
15480;0.000;0.005;-0.002
15520;-0.005;-0.001;-0.001
15560;0.001;0.011;0.001
15600;0.003;0.014;0.001
